file_name,SMILES
11669.png,[2*]OCC(O)/C=C/C#C/C=C(/C=C/C(O)C(O)C[1*]CC(=O)[O-])C(C(N)=O)[C@@]1([H])[C@@]([H])(C(=O)O)[C@@]2([H])C=C[C@]1([H])C2
11670.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2([H])C=C(c3ccn4ncc(C(N)=O)c(NC5C6CC7CC5CC(N)(C7)C6)c34)[C@]1([H])C2
11671.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])[H])CC(NC1C=C([N+]([O-])=O)N=C(C(C2C(O)=C3C(C=CC=N3)=C(Cl)C=2)NC2N=CC=CC=2)C=1)=O
11672.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2([H])C=C[C@]1(O[C@]1([H])CC[C@]3([H])C1C31CCC(C#CC#C)CC1)C2
11673.png,[H][C@@]1(C(=O)O)[C@@](CC(N)=O)(c2ccc3c(c2)nc(Oc2ccc(F)cc2)c2nnc(C(F)(F)F)n23)[C@]2([H])C=C[C@@]1([H])C2
11674.png,[H][C@]1([C@]2(C(c3cc(Cl)c(C[n]4c5c(cc(cc5C(F)(F)F)N)[n]([N+]([O-])=O)c4=O)cc3)[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])[H])CC(=O)N
11675.png,[H][C@@]1(C(=O)O)[C@@](CC(N)=O)(Cc2cc(Cl)cc(Cl)c2C(=C=O)C(=O)Cl)[C@]2([H])C=C[C@@]1([H])C2
11676.png,[H][C@@]1(C(=O)O)[C@@](CC(N)=O)(C2=C(S(C)(=O)=O)CCC(=O)C2=[N+]=[N-])[C@]2([H])C=C(C#C)[C@@]1([H])C2
11677.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(OC(OC)COC1C(S(NC(NC)=S)(=O)=O)=C([H])C(CCNC(C2C(OC)=CC=C(C(C)(C)C)C=2)=O)=CC=1)=O)[H])[H])CC(=O)N
11678.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@]1(N(C(NS(c1c(OCCOC)ccc(CCNC(c2c(OCC#CC#C)ccc(Cl)c2)=O)c1)(=O)=O)=S)C)C(O)=O)[H])CC(=O)N
11679.png,[H][C@]1([C@]2(C(c3c(F)cc4c(c(c5c([n]4C)cc4c(c6c([n](C)c4c5)cc(F)cc6)=O)=O)c3)[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])[H])CC(=O)N
11680.png,[H][C@@]1(C(=O)O)[C@](C#C)(C(CC(C)NC(=O)c2c(N3CCN(c4ncccn4)CC3)nnc3c2ccc2ccccc23)C(N)=O)[C@]2([H])C=C[C@@]1([H])C2
11681.png,[H][C@]1([C@]2(C[C@@](C=C2)(C2C(Cl)=C([C@@]3([C@@]4(C[C@](C=C4)([H])[C@]3(CC(=O)N)[H])[H])C(O)=O)C3C(C4N(C=3C=2)CC(C)(C)CN=4)=O)[C@@]1(C(O)=O)[H])[H])CC(=O)N
11682.png,[H][C@]1([C@@]2(C=C(C3N4C(C(c5c(C#CC#C)c([N+]([O-])=O)c(Cl)cc54)=O)=NC([*])C3)[C@](C2)([H])[C@@]1(C(O)=O)[H])[H])CC(=O)N
11683.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])[H])CC(NCc1c2c(occ2)c(CCCCc2ccccc2)c(O)c1N=C=[N-])=O
11684.png,[H][C@]1(CC(N)=O)[C@@](Cc2cc(O)c(CC(CCc3ccccc3)N=[N+]=[N-])c(OC)c2)(C(=O)O)[C@@]2([H])C=C[C@]1([H])C2
11685.png,[H][C@@]1([C@@]2(C[C@](C=C2)([H])[C@]1(C(C1C(OC2C(Cl)=C([H])C(S(NC3N=CSC=3)(=O)=O)=C(F)C=2)=C(C2C=NC=NC=2)C=C(C2C=C(F)N=CC=2)N=1)C(=O)N)N=C=[N-])[H])C(O)=O
11686.png,[H][C@@]1([C@]2(C=C(N=[N+]=[N-])[C@@](C2)([H])[C@@]1(C1C(CC23C(=O)N(C4C=C(Cl)C(C(O)=O)=C(Cl)C=4)C(=O)N2CCC3)=CC=C(Br)C=1)CC(=O)N)[H])C(O)=O
11687.png,[H][C@]1(CC(=O)NCc2nc3ccccc3n2CCN)[C@@]([H])(C(=O)O)[C@@]2([H])C=C[C@]1([H])C2
11688.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2([H])C=C(C3COC(C#C)CC3/C=C(/C(=O)O)c3ccc(SC)cc3)[C@]1([H])C2
11689.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(OC1C2[n]3c4c(cc(c(c4OC=2C=CC=1C1C=CC=CC=1)N1C([N+]([O-])=O)CN(C)CC1)F)c(=O)c(C(NC(CCC)CCC)=O)c3)=O)[H])[H])CC(=O)N
11690.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])[H])CC(NC1N(C(c2c(=O)c3c4c(OC5C([n]4c2)=CC(C2C=CC=CC=2)=CC=5)c(c(c3)F)N2CCN(C)CC2)=O)CCN(C2=NC=CC=N2)C1)=O
11691.png,[H][n]1c2c(cc(cc2[C@]2([C@]3(C[C@@](C=C3)([H])[C@@]2(C(O)=O)[H])[H])CC(=O)N)C(NC[C@@]2(C(N=[N+]=[N-])CCO2)[H])=O)[n]c1-c1c(O)ccc(-c2c(OC)[n]ccc2)c1
11692.png,[H][C@@]1(C(=O)O)[C@]([H])(C(C#N)C(N)=O)[C@]2([H])C=C[C@@]1(c1cnc3c(c1)/C(=N\OCC(F)(F)F)C(=O)N3Cc1nc3ccccc3n1CCCCO)C2
11693.png,[H]n1cc(C(=O)OC2=C[C@@]3([H])C[C@]2([H])[C@@]([H])(CC(N)=O)[C@@]3([H])C(=O)O)c2cc(-c3ccc(N(C)C)nc3OC)c(Cl)cc21
11694.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(OC([C@@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(O)=O)NC(c1[s]c2[C@@](COc3c(-c2[n]1)cc(C#CC(O)(C)C)c(F)c3)(N(C[*])C)[H])=O)[H])[H])C(=O)N)=O)[H])[H])CC(=O)N
11695.png,[H][C@]1(CC(N)=O)[C@](C(=O)O)(c2cc(Cl)c(N)cc2CC(C(=O)OC(C)(C)C)C2CC2)[C@@]2([H])C=C[C@]1([H])C2
11696.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)OC(OS(C)(=O)=O)c2cc(C=O)ccc2OCc2ccccc2)[C@@]2([H])C=C[C@]1([H])C2
11697.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2([H])C=C[C@]1(C1CCCN(c3ccc(N/C=N/O)cc3Br)CC1)C2
11698.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2([H])C=C(N(/C=N/O)c3ccc(N4CCCCCC4)c(Cl)c3)[C@]1([H])C2
11699.png,[H][C@]1([C@@]2(C=C(C3N(C(C4C=CC(C5C=CC=CC=5)=CC=4)=O)CCC4(N(C)CCN5C4=CC=C5Cl)C3)[C@](C2)([H])[C@@]1(C(O)=O)[H])[H])C([H])([H])C(=O)N
11700.png,[H][C@]1([C@]2(C[C@@](C=C2)(C2C(NC3C(C(OC)=O)=C(C(OC)=O)C=CC=3)=CC(C#C)=C(C3CCCCC3)C=2)[C@@]1(C(O)=O)[H])[H])CC(=O)N
11701.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)Oc2c(Br)cc(C)c(O[Si](C)(CN=C=[N-])C(C)(C)C)c2C)[C@@]2([H])C=C[C@]1([H])C2
11702.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])[H])CC(Nc1c(C(c2[n](C/C=C/c3cc(COC4(CC4)C(O)=O)ccc3)ccc2)=O)ccc(C)c1)=O
11703.png,[H][C@@]1(C(=O)O)[C@](COc2cc3c(Oc4ccc(NS(=O)(=O)c5cc(Br)cc(C(F)(F)F)c5)c(F)c4)ccnc3cc2OC)(CC(N)=O)[C@]2([H])C=C[C@@]1([H])C2
11704.png,[H][C@@]1(C(=O)O)[C@@](CC(N)=O)(c2cc(Br)cc(CN(C)C)c2Oc2cccc(OC)c2)[C@]2([H])C=C[C@@]1([H])C2
11705.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(OC1C(OC2C=CC(SCC([C@@]3([C@]4(C[C@@](C=C4)([H])[C@@]3(C(O)=O)[H])[H])[H])C(=O)N)=CC=2)=C(CN(C)C)C=CC=1)=O)[H])[H])CC(=O)N
11706.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2([H])C=C[C@]1(c1ccc(Oc3ccc(CCC)cc3O)nc1Cl)C2
11707.png,[H][C@]1([C@]2(C(C(Cc3cc(OC([H])([H])[H])c(Oc4[n]c(N)ccc4)cc3)C)[C@@](C=C2)([N+]([O-])=O)[C@@]1(C(O)=O)[H])[H])CC(=O)N
11708.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2(c3cc(-c4cncc(Br)c4)cc([C@]4(C5CC5)NC(=N)N(CC5CCN(C(C)=O)CC5)C4=O)c3)C=C[C@]1([H])C2
11709.png,[H][C@@]1([C@@]2(C[C@](C=C2)([H])[C@@]1(C1C=C(C([C@@]2([C@](C3=CC4C(=CN(N=4)C)C=C3)(C)NC(=N)N(C)C2=O)[H])CC(/C=C/C2C=CC=CC=2)=O)C=CC=1)CC(=O)N)[H])C(O)=O
11710.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(O)=O)C#N)[H])CC(NCC(C(C1OC=CC=1)CC(O)=O)C)=O
11711.png,[H]N1C(NC2C(NC(C[C@@]3([C@]4(C[C@@](C=C4N=C=[N-])([H])[C@@]3(C(O)=O)[H])[H])[H])=O)=C(Cl)C=CC=2)=C2CC3C(C2=N1)=CC(OCCCO)=C(OCC([H])([H])[H])C=3
11712.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@]1(C(N(CC)CC)C[n]1c2c(c(cc(c2)C(=O)N)C(F)(F)F)[n](C2C(Cl)=CC=CC=2)c1=O)C(O)=O)[H])CC(=O)N
11713.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)Oc2ccc3c(c2)c2ccccc2n3-c2ccc3[Ir]4(c5ccccc5-c5ccccn->45)<-n4ccccc4-c3c2)[C@@]2([H])C=C[C@]1([H])C2
11714.png,[H][C@@]1(C(=O)O)[C@]([H])(C(C(N)=O)c2cc(F)cc(/C=C/CC)c2F)[C@]2([H])C=C[C@@]1([H])C2C#N
11715.png,[H][C@]1(CO)CCCN1c1nc(C2(c3ccc(-c4cnc(N)nc4C4=C[C@@]5([H])C[C@]4([H])[C@@]([H])(CC(N)=O)[C@@]5([H])C(=O)O)cc3)CCC2)no1
11716.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)Oc2cc(OC(C)C)cc(-c3nnco3)c2)[C@@]2([H])C=C[C@]1([H])C2
11717.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(OC1C(OC(C)C)=CN=C(Br)C=1)=O)[H])[H])CC(=O)N
11718.png,[H]n1nccc1-c1ccc(OC(C)C)c([C@@]23C=C[C@@]([H])(C2)[C@]([H])(C(=O)O)[C@]3([H])CC(N)=O)n1
11719.png,[H][C@]1([C@]2(C(N=C=[N-])[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])CN1N=CC(C2N=CC(OC(C)C([H])([H])[H])=CC=2)=C1)CC(=O)N
11720.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])[H])C([H])([H])C(NC(C(OCC)=O)CC[n]1c2c(c([s][n]2)I)[s]c1=S)=O
11721.png,[3*]C(C1CCC(=O)CC1[C@]12C=C[C@]([H])(C1)[C@@]([H])(CC(N)=O)[C@@]2([H])C(=O)O)N([4*])[5*]
11722.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2([H])C=C[C@]1([H])C2N1CCN(c2cc(C3CC3c3ccccc3)nc(N)n2)CC1
11723.png,[H][C@@]1([C@@]2(C[C@](C=C2)([H])[C@]1(C(C(=O)N)COC(c1[n]cc(S(=O)(=O)N)cc1)=O)[H])[H])C(O)=O
11724.png,[H][C@@]1(CN(C2C3C=NN(CC4C(C([H])([H])[H])=NON=4)C=3N=C(C(CC([C@@]3([C@@]4(C=C(C#C)[C@](C4)([H])[C@@]3(C(O)=O)[H])[H])[H])C(=O)N)(C)C)N=2)CC1)OCC1C(C)=NON=1
11725.png,[H][n]1c2c(cc(c[n]2)-c2cc(NC(C(CC([C@@]3([C@]4(C[C@@](C=C4)([H])[C@@]3(C(O)=O)[H])[H])[H])C(=O)N)C)=O)c[n]c2)c(-c2[n]([H])c3c(cc[n]c3)[n]2)[n]1
11726.png,[H][C@]1([C@]2(C[C@@](C=C2[*])([H])[C@@]1(C(O)=O)[H])C1C(OC)=CC=C(C#CC2=C(C#N)SC=C2C)C=1)CC(=O)N
11727.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2([H])C=C[C@]1([H])C2c1cccc(Cn2nc(C#CC3=C([N+](=O)[O-])CCCC3)c3ccccc32)c1
11728.png,[H]n1c2c(c3ccccc31)SCC2C1[C@]2([H])C(N=C=[N-])=C[C@@]1([H])[C@@]([H])(CC(N)=O)[C@@]2([H])C(=O)O
11729.png,[H][C@@]1(C(=O)O)[C@]([H])(C(CC(C)(C)c2ccc(/C=C/C(=O)Nc3cccc(OCCN)c3)cc2C#CC#C)C(N)=O)[C@]2([H])C=C[C@@]1([H])C2
11730.png,[H][C@]1([C@]2(C[C@@](C=C2N(c2c(OC)c3c(c(c(c[n]3C3CC3)C(O)=O)=O)c(N)c2F)CC(C([C@@]2([C@]3(C[C@@](C=C3)([H])[C@@]2(C(O)=O)[H])[H])[H])C(=O)N)C(OCC)=O)([H])[C@@]1(C(O)=O)[H])[H])CC(=O)N
11731.png,[H][C@]1(CC(N)=O)[C@](C(=O)O)(c2cc3c(c4ccccc24)-c2c(ccc4ccccc24)OC3)[C@@]2([H])C=C[C@]1([H])C2
11732.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])N(c1[s]c(SCC(O)=O)c[n]1)C(N(C1CCN(S(N(C)C)(=O)=O)CC1)C1CCCCC1)=O)CC(=O)N
11733.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])[H])CC(NCC1C(C)=C(CCCC(O[Ar])=O)C=CC=1)=O
11734.png,[H]n1nc(-c2cccc(NC(=O)OCC[C@]34C=C[C@]([H])(C3)[C@@]([H])(CC(N)=O)[C@@]4([H])C(=O)O)c2)c2ccccc2c1=O
11735.png,[4*]C(NC(=O)OC(CC)C1=C[C@@]2(C#C)C[C@]1([H])[C@@]([H])(CC(N)=O)[C@@]2([H])C(=O)O)C(=O)O
11736.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2([H])C=C(C#C)[C@]1([H])C2N(Cc1cncc(Br)c1C)S(=O)(=O)CC
11737.png,[H][C@]1([C@@]2(C=C(c3c4OCC(c5c(-c4cc(C#C[C@@](c4[n]c(C)o[n]4)(O)C)c3)[n]c(C(=O)N)[s]5)O)[C@](C2)([H])[C@@]1(C(O)=O)[H])[H])CC(=O)N
11738.png,[H][C@]1([C@@]2(C=C(C#C)[C@](C2)([H])[C@@]1(C(O)=O)N=C(/C(/NC1C=C(C2=NC=CC=N2)C=CC=1)=N\C(N[C@@](C(=O)N)(CC)[H])=N)C(=O)N)[H])CC(=O)N
11739.png,[H][C@]1(CC(=O)NC#CC#C)[C@@]([H])(C(=O)O)[C@]2([H])C[C@@]1([H])C=C2C(Oc1cc(Cl)ccc1N(C(C)C)S(=O)(=O)c1ccc(OCC)cc1)c1ccc(C(=O)O)cc1
11740.png,*c1nc(N)nc(NC(CCC2=C[C@]3([H])C[C@@]2([H])[C@]([H])(C(=O)O)[C@]3([H])CC(N)=O)C(C)Cc2ccccc2[N+](=O)[O-])n1
11741.png,[H][C@@]1([C@@]2(C[C@](C=C2[N+]([O-])=O)([H])[C@]1(CC(=O)N)COC1C(OC)C2C(=C3C4C(=C(C=CC=42)O)C(=O)CC3)C2C1=C(C=CC=2)O)[H])C(O)=O
11742.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2(SCC[Si]3(C)O[Si](C)(CCS)O[Si](C)(CCS)O[Si](C)(CCS)O3)C=C[C@]1([H])C2
11743.png,[H][n]1c2c(c(c(cc2-c2[s]c3c(cccc3)c2)Nc2[n]c(N)[n]c(N)c2)[C@]2([C@]3(C[C@@](C=C3)([H])[C@@]2(C(O)=O)[H])[H])CC(=O)N)c[n]1
11744.png,[H]n1nc(N(C#N)C(=O)C[C@@]2([H])[C@@]([H])(C(=O)O)[C@@]3([H])C=C[C@]2([H])C3)c2cc(Nc3nccc4sccc34)cc(-c3cc4ccccc4s3)c21
11745.png,[H][n]1c2c(cc(cc2-c2[s]c3c(cc([H])cc3)c2)Nc2[n][n]c(N)cc2)c(C([C@@]2([C@]3(C[C@@](C=C3)([H])[C@@]2(C(O)=O)[H])[H])[H])C(=O)N)[n]1
11746.png,[H][n]1c2c(cc(cc2-c2[s]c3c(cccc3)c2)Nc2[n]c(C([C@@]3([C@]4(C[C@@](C=C4)([H])[C@@]3(C(O)=O)[H])[H])[H])C(=O)N)c(NN=[N+]=[N-])c(N)[n]2)c[n]1
11747.png,[H][C@@]1(C(=O)O)[C@@](CC(N)=O)(c2cccc(-c3ccccc3COc3c(C(=O)OCC)sc4ccccc34)c2)[C@]2([H])C=C[C@@]1([H])C2
11748.png,[H][C@]1([C@]2(C[C@@](C=C2)(C2=C3C(ON=C3N3CCN(CCC4CCC(N)CC4)CC3)=CC=N2)[C@@]1(C(OC#N)=O)[H])[H])CC(=O)N
11749.png,[H][C@]1(CC(N)=O)[C@](C(=O)O)(c2cc(S(=O)(=O)Nc3ncns3)cc3oc(=O)n(Cc4ccccc4Cl)c23)[C@@]2([H])C=C[C@]1([H])C2
11750.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2(NCCCN(C(=O)c3ccc(C)cc3N=[N+]=[N-])C(CC)c3nn4c(Cl)cc(Cl)c4c(=O)n3Cc3ccccc3)C=C[C@]1([H])C2
11751.png,[H][C@]1(CC(=O)NC2CC(F)(F)CCN2c2ncc(CN3Cc4c(ccnc4NC(=O)C4CC4)C3=O)cc2C)[C@@]([H])(C(=O)O)[C@@]2([H])C=C[C@]1([H])C2
11752.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])C1[C@](OC2C(OC3C=CC(F)=CC=3)=CC(Cl)=CC=2)([H])CCN1)CC(=O)N
11753.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])C(C(Nc1c2[n](c(c(o2)CC)-c2c(Cl)cc(Cl)cc2)[n]c1C)=O)C)CC(=O)N
11754.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2([H])C=C[C@]1(C(C)SC(=N)Nc1ccc(N3CCCC3)c(CN(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)c1)C2
11755.png,[H][C@]1([C@]2(C(C#CC#C)[C@@](C=C2)([H])[C@]1(C1C=C2C(C3NS(=O)(=O)C4C(=CC(=CC=4)Cl)C=3C=C2)=NC=1)C(O)=O)[H])CC(=O)N
11756.png,[H][C@@]1(C(=O)O)[C@]([H])(C(C(N)=O)C2CC2C(=O)c2nc(NS(=O)(=O)c3ccc(Cl)cc3Cl)ccc2Sc2ccc(S(=O)(=O)NCC)cc2)[C@]2([H])C=C[C@@]1([H])C2
11757.png,[H][C@@]1([C@@]2(C[C@](C=C2)([H])[C@@]1(N=[N+]=[N-])CC(=O)N)[H])C(Oc1c(C2CCCCC2)ccc(-[n]2c3c(ccc[n]3)[n]c2-c2c(N)[n]ccc2)c1)=O
11758.png,[H][C@]1(CC(N)=O)[C@](C(=O)O)(C2C[C@@]([H])(C)N(OC)[C@@]2([H])C)[C@@]2([H])C=C[C@]1([H])C2
11759.png,[H][C@]1(CC(N)=O)[C@](C(=O)O)(C2CN(c3c(F)cc(-n4cc(CNC(=S)OC)nn4)cc3F)CCO2)[C@@]2([H])C=C[C@]1([H])C2
11760.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2([H])C=C[C@]1(C1=CC(=O)N(C(=O)OC)C1=O)C2
11761.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])[H])CC(NC1C(C#N)=CC(C2N=C(C3N=CC([H])=CC=3)ON=2)=CC=1C)=O
11762.png,[H][C@]1([C@]2(C[C@@](C=C2)([N+]([O-])=O)[C@@]1(C(O)=O)[H])C1C(C(F)(F)F)CCC(C[n]2c3c([n]c([n]c3N[C@](C3CC3)(C)[H])C(O)=O)[n]c2-c2cc(C)ccc2)C1)CC(=O)N
11763.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2([H])C=C(C[C@]3(c4sc(N=[N+]=[N-])c(C)c4Cl)NC(=N)N(C)C(=O)[C@@]3([H])c3ccc(C(C)(F)F)cc3)[C@]1([H])C2
11764.png,[H][C@@]1(C(=O)O)[C@]([H])(C(C(N)=O)c2ccc(C(O)C(OC(N)=O)C(C)C)c(Cl)c2)[C@]2([H])C=C[C@@]1([H])C2
11765.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2(Cn3cc4cc(C)ccc4n3)C=C[C@]1(C#N)C2
11766.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)OC(CC(C=Cc2ccccc2OCc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)Cc2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)[C@@]2([H])C=C[C@]1([H])C2
11767.png,[H][C@@]1(C(=O)O)[C@]([H])(C(C(N)=O)c2ccc(-c3cccc4ccc(-n5c(N=[N+]=[N-])nc6cc(OCCOC)ccc65)nc34)cn2)[C@]2([H])C=C[C@@]1([H])C2
11768.png,[H][C@@]1([C@@]2(C[C@](C=C2)([H])[C@]1(C(C1C(N2C3C(=CC(=CC=3)OCCOC[*])N=C2)=NC2C(=CC=CC=2N2CCN(C([C@](N)(C)[H])=O)CC2)C=1)C(=O)N)[H])[H])C(O)=O
11769.png,[H][C@]12CCC([C@@]34[C@@](C(O)=O)([H])[C@@](CC(=O)N)([H])[C@](C3)([H])C=C4)C(NCC3C(C#N)=C4OCOC4=CC=3)[C@]1(O)CCCC2
11770.png,[H][C@]12CCCC(N3CCOCC3)(NC(C[C@@]3([C@]4(C[C@@](C=C4)([H])[C@@]3(C(O)=O)C#C)[H])[H])=O)[C@]1(O)CCCC2
11771.png,[H][C@@]1([C@@]2(C[C@](C=C2)([H])[C@]1(C(C1C(N2N=C(Cl)C(N(C(CCSCCC(C(F)F)(F)F)=O)CC)=C2)=CN=CC=1)C(=O)N)[H])[H])C(O)=O
11772.png,[H][C@@]1([C@](C(O)=O)([H])[C@@]2(C[C@]1(C=C2)CC1(N(C)C(C)(C)CC(NC(C2C=C(OC)C(NC3=NC4N(CC(C(N(C)C=4C=N3)=O)(F)F)C3CC([C@]4([C@]5(C[C@@](C=C5)([H])[C@@]4(C(O)=O)[H])[H])CC(=O)N)CC3)=CC=2)=O)C1)C)[H])CC(=O)N
11773.png,[H][C@]1([C@]2(C(C#C)[C@@](C=C2)([H])[C@@]1(C(OCC1(C(=O)C=C(C2N=CSC=2)O1)C)=O)[H])[H])CC(=O)N
11774.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])[H])CC(N([N+]([O-])=O)CC1(C(=O)C(Br)=C(C2N=CSC=2)O1)C)=O
11775.png,[H][C@@]1([C@]2(C=C(N=[N+]=[N-])[C@@](C2)([H])[C@@]1(c1[s]cc(C(C#CC(O[Si](C)(C)C)(C)C)=O)[n]1)CC(=O)N)[H])C(O)=O
11776.png,[H][C@]1([C@]2(C[C@@](C=C2)(CC(CC[C@](C(NC2(CN(CC)CC2)C#N)=O)(OC(N2CCOCC2([H])[H])=O)[H])(C)C)[C@@]1(C(O)=O)[H])[H])CC(=O)N
11777.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@]1(N1C2C(=CC=CN=2)N2C(=NN=C2C2C=CC(CN3CCN(C(C4C=CC([N+]#[C-])=CC=4)=O)CC3)=CC=2)C2C1=CC(=CC=2)C#CC#C)C(O)=O)[H])CC(=O)N
11778.png,[H][C@]1([C@]2(C[C@@](C=C2C2C=C(C(N3C(=O)N(C4SC(C(NCC5C([N+]([O-])=O)=CC=CN=5)=O)=C(C)N=4)CC3)C)C=CC=2)([H])[C@@]1(C(O)=O)[H])[H])CC(=O)N
11779.png,[H][C@]1(CC(N)=O)[C@](C(=O)O)(c2cc([N+]#[C-])ccc2Oc2c(CC)nn(-c3ccccc3)c2CC)[C@@]2([H])C=C[C@]1([H])C2
11780.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2(c3cc(C(=O)N4CCn5cc(C(=O)NO)c(C#N)c5C4)nn3C)C=C[C@]1([H])C2
11781.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@]2([H])C[C@@]1([H])C=C2C1C(=O)OCC12CCN(C(=O)OC(C)(C)C)CC2
11782.png,[H][C@@]1(C(=O)O)[C@]([H])(C(C(N)=O)C(C#N)C2CN(C)CC(C)C2=CC(=O)OCC)[C@]2([H])C=C[C@@]1([H])C2
11783.png,[H][C@]1([C@@]2(C=C(C3C(CCC)CCC(C4C(F)=C(F)C(C5C=C(F)C(F)=C(F)C=5)=C(F)C=4F)C3)[C@](C2)([H])[C@@]1(C(O)=O)[H])[H])CC(=O)N
11784.png,[H][C@]1([C@]2(C[C@@](C=C2C2C3C(=CC=CC=3)C=CC=2OCCOC2C3C(=CC=CC=3)S(=O)(=O)N(C)C=2C(C2C=CC(C)=CC=2)=O)([H])[C@@]1(C(O)=O)[H])[H])C([H])([H])C(=O)N
11785.png,[H][C@]1(CC(N)=O)[C@](C(=O)O)([N+](=O)[O-])[C@@]2([H])C=C[C@]1(c1sc(C)nc1CC(=O)O[Na])C2
11786.png,[8*]O[Ti]1(O[8*])Oc2ccc3ccccc3c2-c2c(ccc3c([C@]4(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]5([H])C=C[C@]4([H])C5)cccc23)O1
11787.png,[H][C@]1(C[C@](Nc2c(C(=O)N)c(OC([C@]3([C@@]4(C(C#CC#C)[C@](C=C4)([H])[C@]3(CC(=O)N)[H])[H])[H])=O)[n]c(N[C@]3(CC[C@@](OC)([H])CC3)[H])[n]2)([H])CCCC1)O
11788.png,[H][C@@]1([C@@]2(C[C@](C=C2)([H])[C@]1(C(C1CC([N+]([O-])=O)CC(Nc2[n]c3c(cc(c([n]3CC)=O)Br)c(C)[n]2)C1)C(=O)N)[H])[H])C(O)=O
11789.png,[H][C@@]1([C@@]2(C[C@](C=C2C#N)([H])[C@]1(C(C1=C2C(OC(=C2)C2N(C3C=C(C(O)=O)C=CC=3)C3CCC4C(C=3C=2)=CC=CC=4)=CC=C1)C(=O)N)[H])[H])C(O)=O
11790.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2([H])C=C[C@]1([H])C2Oc1ccc(S(=O)(=O)CC)cc1N
